"c.0L..1L..2L..3L..4L..5L..6L..7L..8L..9L..10L..11L..12L..13L.." "c.51.0456..52.0305..54.075..56.0468..58.1134..57.0829..61.0952.."
"10113" 21 87.4163
"10114" 0 44.2559
"10115" 1 47.241
"10116" 2 48.08
"10117" 3 49.2038
"10118" 4 50.1312
"10119" 5 52.1258
"10120" 6 53.1943
"10121" 7 54.1521
"10122" 8 57.1008
"10123" 9 57.1263
"10124" 10 61.1935
"10125" 11 63.1481
"10126" 12 65.1878
"10127" 13 66.1987
"10128" 14 70.2567
"10129" 15 73.1228
"10130" 16 74.1085
"10131" 17 77.1736
"10132" 18 78.1501
"10133" 0 41.0073
"10134" 1 41.0073
"10135" 2 43.0609
"10136" 3 43.1488
"10137" 4 45.1067
"10138" 5 47.2417
"10139" 6 47.1534
"10140" 7 51.2092
"10141" 8 50.1821
"10142" 9 52.192
"10143" 10 53.1117
"10144" 11 56.1612
"10145" 12 57.1321
"10146" 13 58.1774
"10147" 14 60.1784
"10148" 15 62.1605
"10149" 16 64.1589
"10150" 17 65.1698
"10151" 18 65.1698
"10152" 19 71.2022
"10153" 20 73.2104
"10154" 21 74.2095
"10155" 22 78.1949
"10156" 23 81.1735
"10157" 24 83.2242
"10158" 25 86.082
"10159" 0 44.1962
"10160" 1 46.1182
"10161" 2 47.0345
"10162" 3 49.055
"10163" 4 50.0079
"10164" 5 51.0409
"10165" 6 51.0558
"10166" 7 53.043
"10167" 8 56.0635
"10168" 9 56.1236
"10169" 10 59.0537
"10170" 11 59.0895
"10171" 12 62.1047
"10172" 13 63.099
"10173" 14 66.0865
"10174" 15 66.1047
"10175" 16 70.0742
"10176" 17 71.1249
"10177" 18 73.2053
"10178" 19 74.0956
"10179" 20 78.0931
"10180" 21 83.1375
"10181" 22 83.1018
"10182" 23 86.1189
"10183" 24 89.0596
"10184" 25 94.0468
"10185" 26 96.1059
"10186" 27 96.1059
"10187" 0 54.0813
"10188" 1 54.0776
"10189" 2 58.0572
"10190" 3 59.1864
"10191" 4 59.18
"10192" 5 59.18
"10193" 6 64.1436
"10194" 7 66.1733
"10195" 8 69.1774
"10196" 9 70.1004
"10197" 10 72.1476
"10198" 11 75.3081
"10199" 12 79.1369
"10200" 13 81.3185
"10201" 14 84.2394
"10202" 15 87.2535
"10203" 16 91.2964
"10204" 17 93.3006
"10205" 0 48.1772
"10206" 1 50.0535
"10207" 2 52.0665
"10208" 3 53.1336
"10209" 4 53.113
"10210" 5 54.1187
"10211" 6 57.1292
"10212" 7 57.1412
"10213" 8 59.0949
"10214" 9 62.1538
"10215" 10 64.1482
"10216" 11 67.1376
"10217" 12 68.0972
"10218" 13 71.1146
"10219" 14 73.0816
"10220" 15 77.0988
"10221" 16 78.2118
"10222" 17 82.0824
"10223" 18 84.1513
"10224" 0 43.101
"10225" 1 45.0778
"10226" 2 46.0561
"10227" 3 47.0581
"10228" 4 49.0956
"10229" 5 49.1031
"10230" 6 48.1008
"10231" 7 52.1125
"10232" 8 52.04
"10233" 9 56.0395
"10234" 10 54.119
"10235" 11 57.0936
"10236" 12 60.1063
"10237" 13 63.0465
"10238" 14 63.1069
"10239" 15 65.0901
"10240" 16 67.0736
"10241" 17 71.1019
"10242" 18 72.1379
"10243" 19 73.3527
"10244" 20 78.089
"10245" 21 81.272
"10246" 22 81.272
"10247" 0 45.1207
"10248" 1 46.1697
"10249" 2 48.2123
"10250" 3 48.2358
"10251" 4 49.2678
"10252" 5 52.1794
"10253" 6 53.2006
"10254" 7 56.1963
"10255" 8 57.1848
"10256" 9 58.1805
"10257" 10 59.2038
"10258" 11 61.1272
"10259" 12 62.1442
"10260" 13 65.0972
"10261" 14 68.1411
"10262" 15 70.1204
"10263" 16 72.1404
"10264" 17 73.1858
"10265" 18 75.1498
"10266" 19 80.1778
"10267" 0 41.196
"10268" 1 42.0574
"10269" 2 43.1226
"10270" 3 46.1952
"10271" 4 46.1161
"10272" 5 48.0857
"10273" 6 47.2345
"10274" 7 49.1739
"10275" 8 52.0873
"10276" 9 54.1479
"10277" 10 53.1583
"10278" 11 54.0635
"10279" 12 58.3254
"10280" 13 61.1861
"10281" 14 61.1769
"10282" 15 64.164
"10283" 16 67.1991
"10284" 17 66.1973
"10285" 18 70.2806
"10286" 19 73.2531
"10287" 20 74.2512
"10288" 21 76.3695
"10289" 22 79.2775
"10290" 23 81.4828
"10291" 24 85.3395
"10292" 25 89.4414
"10293" 26 89.4414
"10294" 27 89.4414
"10295" 0 46.3011
"10296" 1 51.1438
"10297" 2 50.1051
"10298" 3 52.0744
"10299" 4 54.0453
"10300" 5 55.1804
"10301" 6 55.0668
"10302" 7 57.077
"10303" 8 60.0609
"10304" 9 61.0651
"10305" 10 64.0698
"10306" 11 66.0285
"10307" 12 67.1534
"10308" 13 70.0789
"10309" 14 74.1596
"10310" 15 75.1676
"10311" 16 78.1566
"10312" 17 80.1778
"10313" 18 84.0972
"10314" 0 46.071
"10315" 1 47.0851
"10316" 2 49.1136
"10317" 3 50.0748
"10318" 4 51.1216
"10319" 5 54.1255
"10320" 6 54.1008
"10321" 7 56.1428
"10322" 8 56.0765
"10323" 9 60.108
"10324" 10 61.1087
"10325" 11 63.1164
"10326" 12 66.1996
"10327" 13 68.247
"10328" 14 71.1047
"10329" 15 73.1242
"10330" 16 74.0885
"10331" 17 80.1129
"10332" 18 82.0699
"10333" 19 86.0939
"10334" 0 48.1433
"10335" 1 48.0646
"10336" 2 48.0646
"10337" 3 51.1256
"10338" 4 54.2338
"10339" 5 56.1539
"10340" 6 57.1538
"10341" 7 57.2002
"10342" 8 60.129
"10343" 9 60.129
"10344" 10 63.1159
"10345" 11 66.1013
"10346" 12 66.1189
"10347" 13 70.1365
"10348" 14 73.0664
"10349" 15 75.1416
"10350" 16 78.0975
"10351" 17 81.0609
"10352" 18 83.1412
"10353" 19 86.1113
"10354" 20 90.2264
"10355" 21 92.0795
"10356" 22 96.1356
"10357" 23 99.1196
"10358" 24 102.185
"10359" 25 106.136
"10360" 0 54.0532
"10361" 1 56.1139
"10362" 2 57.0495
"10363" 3 60.0457
"10364" 4 62.0428
"10365" 5 64.0938
"10366" 6 64.0382
"10367" 7 67.0872
"10368" 8 70.0868
"10369" 9 70.0413
"10370" 10 75.0598
"10371" 11 75.1672
"10372" 12 79.0441
"10373" 13 80.1105
"10374" 14 84.058
"10375" 15 87.1185
"10376" 0 45.0267
"10377" 1 47.0187
"10378" 2 45.0422
"10379" 3 48.1045
"10380" 4 49.0465
"10381" 5 52.1247
"10382" 6 52.0248
"10383" 7 55.0965
"10384" 8 56.042
"10385" 9 57.052
"10386" 10 59.0527
"10387" 11 61.0497
"10388" 12 61.0559
"10389" 13 62.1083
"10390" 14 66.0926
"10391" 15 68.0728
"10392" 16 71.0884
"10393" 17 71.156
"10394" 18 75.2377
"10395" 0 41.0426
"10396" 1 41.1206
"10397" 2 42.27
"10398" 3 45.0481
"10399" 4 46.0469
"10400" 5 48.0727
"10401" 6 49.0258
"10402" 7 49.0258
"10403" 8 49.0825
"10404" 9 53.0366
"10405" 10 55.0728
"10406" 11 56.0324
"10407" 12 58.055
"10408" 13 60.0799
"10409" 14 61.0711
"10410" 15 63.2251
"10411" 16 64.1056
"10412" 17 67.165
"10413" 18 69.1174
"10414" 19 70.1085
"10415" 20 72.1675
"10416" 21 75.0931
"10417" 22 78.2564
"10418" 23 78.2564
"10419" 24 84.2762
"10420" 25 84.2762
"10421" 26 91.1239
"10422" 27 93.1688
"10423" 0 47.0307
"10424" 1 46.1266
"10425" 2 50.1135
"10426" 3 49.2067
"10427" 4 52.1045
"10428" 5 53.1395
"10429" 6 55.1141
"10430" 7 57.1276
"10431" 8 57.1508
"10432" 9 60.069
"10433" 10 61.0794
"10434" 11 62.0387
"10435" 12 66.0677
"10436" 13 66.0654
"10437" 14 68.0543
"10438" 15 72.1079
"10439" 16 74.081
"10440" 17 76.1978
"10441" 18 78.1681
"10442" 19 81.1898
"10443" 20 81.1898
"10444" 21 81.1898
"10445" 22 91.3651
"10446" 23 93.1204
"10447" 0 49.1444
"10448" 1 50.0515
"10449" 2 53.0632
"10450" 3 53.0926
"10451" 4 56.231
"10452" 5 56.234
"10453" 6 59.2505
"10454" 7 62.1986
"10455" 8 63.2128
"10456" 9 66.1701
"10457" 10 69.1174
"10458" 11 72.1779
"10459" 12 72.3359
"10460" 13 76.2209
"10461" 14 78.2956
"10462" 15 82.3373
"10463" 16 85.2086
"10464" 17 89.2293
"10465" 0 46.1035
"10466" 1 48.1844
"10467" 2 50.2486
"10468" 3 51.1016
"10469" 4 53.1185
"10470" 5 54.1256
"10471" 6 56.1742
"10472" 7 58.113
"10473" 8 59.1872
"10474" 9 61.1807
"10475" 10 63.3216
"10476" 11 65.3469
"10477" 12 65.3469
"10478" 13 70.4203
"10479" 14 71.5453
"10480" 15 75.5185
"10481" 16 78.56
"10482" 17 81.457
"10483" 18 82.4435
"10484" 19 86.485
"10485" 20 89.3754
"10486" 21 94.3886
"10487" 0 49.138
"10488" 1 50.1271
"10489" 2 51.1983
"10490" 3 53.2283
"10491" 4 54.1398
"10492" 5 55.1245
"10493" 6 57.0895
"10494" 7 57.2855
"10495" 8 59.2068
"10496" 9 62.3035
"10497" 10 64.276
"10498" 11 66.2672
"10499" 12 68.16
"10500" 13 70.1375
"10501" 14 72.2574
"10502" 15 75.251
"10503" 16 78.4412
"10504" 17 79.3358
"10505" 18 83.3374
"10506" 19 84.3911
"10507" 20 88.3485
"10508" 21 92.3247
"10509" 0 47.0385
"10510" 1 50.053
"10511" 2 51.13
"10512" 3 53.1261
"10513" 4 54.1108
"10514" 5 58.1562
"10515" 6 58.0508
"10516" 7 60.1388
"10517" 8 61.1367
"10518" 9 62.1701
"10519" 10 65.038
"10520" 11 69.1203
"10521" 12 69.1025
"10522" 13 72.2339
"10523" 14 75.1575
"10524" 15 80.1311
"10525" 16 82.092
"10526" 17 82.092
"10527" 18 87.1249
"10528" 19 91.22
"10529" 0 50.1714
"10530" 1 51.3746
"10531" 2 51.088
"10532" 3 53.0371
"10533" 4 56.1606
"10534" 5 56.1018
"10535" 6 60.0915
"10536" 7 60.0554
"10537" 8 63.1574
"10538" 9 64.1586
"10539" 10 66.165
"10540" 11 69.2115
"10541" 12 70.2444
"10542" 13 72.2196
"10543" 14 75.2678
"10544" 15 77.2262
"10545" 16 77.2262
"10546" 17 83.4152
"10547" 18 85.2671
"10548" 19 85.2671
"10549" 20 93.2447
"10550" 0 45.089
"10551" 1 48.1176
"10552" 2 48.0723
"10553" 3 49.1035
"10554" 4 51.0503
"10555" 5 51.0503
"10556" 6 54.0576
"10557" 7 54.0267
"10558" 8 56.0446
"10559" 9 58.0749
"10560" 10 58.1019
"10561" 11 60.0492
"10562" 12 62.1554
"10563" 13 63.1337
"10564" 14 66.1753
"10565" 15 69.1654
"10566" 16 70.2104
"10567" 17 72.2057
"10568" 18 74.221
"10569" 19 77.2371
"10570" 20 79.2833
"10571" 21 83.2068
"10572" 0 46.0915
"10573" 1 47.0754
"10574" 2 47.1714
"10575" 3 50.082
"10576" 4 49.0335
"10577" 5 53.0674
"10578" 6 53.0657
"10579" 7 55.1393
"10580" 8 58.0243
"10581" 9 59.1968
"10582" 10 62.0996
"10583" 11 63.037
"10584" 12 65.1463
"10585" 13 65.1463
"10586" 14 70.181
"10587" 15 70.181
"10588" 16 74.1781
"10589" 17 77.1518
"10590" 18 78.0849
"10591" 19 83.1091
"10592" 20 84.2462
"10593" 21 88.3538
"10594" 22 89.2363
"10595" 23 91.1718
"10596" 24 94.0988
"10597" 25 97.165
"10598" 26 101.105
"10599" 27 102.185
"10600" 28 105.148
"10601" 29 107.255
"10602" 30 112.185
"10603" 31 114.204
"10604" 32 120.117
"10605" 33 124.146
"10606" 34 127.17
"10607" 35 132.185
"10608" 36 137.25
"10609" 37 142.278
"10610" 38 146.221
"10611" 39 152.198
"10612" 40 158.206
"10613" 41 166.144
"10614" 42 170.269
"10615" 43 177.371
"10616" 44 183.147
"10617" 45 189.271
"10618" 46 195.247
"10619" 47 203.347
"10620" 48 211.407
"10621" 49 218.274
"10622" 50 228.466
"10623" 51 236.518
"10624" 52 246.566
"10625" 53 257.509
"10626" 0 194.349
"10627" 1 201.407
"10628" 2 209.34
"10629" 3 218.456
"10630" 4 224.521
"10631" 5 232.346
"10632" 6 243.633
"10633" 7 252.475
"10634" 8 261.553
"10635" 9 272.72
"10636" 10 272.72
"10637" 0 77.0716
"10638" 1 79.0661
"10639" 2 81.0783
"10640" 3 84.083
"10641" 4 88.0844
"10642" 5 92.1472
"10643" 6 95.181
"10644" 7 95.1262
"10645" 8 101.198
"10646" 9 104.119
"10647" 10 106.127
"10648" 11 110.302
"10649" 12 115.331
"10650" 13 120.379
"10651" 14 123.249
"10652" 15 128.306
"10653" 16 134.236
"10654" 0 74.1458
"10655" 1 74.2484
"10656" 2 77.1612
"10657" 3 78.1432
"10658" 4 82.1567
"10659" 5 83.1466
"10660" 6 83.1466
"10661" 7 91.1724
"10662" 8 91.1724
"10663" 9 97.1422
"10664" 10 100.171
"10665" 11 104.133
"10666" 0 53.0446
"10667" 1 54.1685
"10668" 2 54.1685
"10669" 3 56.4872
"10670" 4 57.1555
"10671" 5 58.251
"10672" 6 59.2266
"10673" 7 60.0825
"10674" 8 62.1949
"10675" 9 64.1338
"10676" 10 67.0892
"10677" 11 69.223
"10678" 12 70.1271
"10679" 13 72.0793
"10680" 14 75.1008
"10681" 15 75.0791
"10682" 16 78.1669
"10683" 17 81.1528
"10684" 18 83.1576
"10685" 19 84.1564
"10686" 20 88.1329
"10687" 21 90.3339
"10688" 22 92.3116
"10689" 23 96.3331
"10690" 24 98.3557
"10691" 25 102.242
"10692" 0 53.0878
"10693" 1 54.2001
"10694" 2 58.0898
"10695" 3 58.0898
"10696" 4 60.0538
"10697" 5 60.174
"10698" 6 61.0958
"10699" 7 65.0879
"10700" 8 67.1224
"10701" 9 69.1288
"10702" 10 71.1484
"10703" 11 73.1171
"10704" 12 77.1762
"10705" 13 79.2748
"10706" 14 80.1585
"10707" 15 83.2114
"10708" 16 85.2484
"10709" 17 90.2844
"10710" 0 49.1701
"10711" 1 49.1288
"10712" 2 50.1603
"10713" 3 53.0965
"10714" 4 55.1016
"10715" 5 57.1296
"10716" 6 58.0573
"10717" 7 61.1024
"10718" 8 62.2019
"10719" 9 62.1185
"10720" 10 65.2455
"10721" 11 68.2982
"10722" 12 69.1623
"10723" 13 72.3074
"10724" 14 74.3525
"10725" 15 77.2976
"10726" 16 79.2714
"10727" 17 81.207
"10728" 18 84.3438
"10729" 19 87.3582
"10730" 0 46.0918
"10731" 1 48.0842
"10732" 2 50.0913
"10733" 3 50.1025
"10734" 4 51.1095
"10735" 5 53.1417
"10736" 6 55.1828
"10737" 7 56.1599
"10738" 8 57.1433
"10739" 9 60.087
"10740" 10 60.1974
"10741" 11 61.1485
"10742" 12 64.1386
"10743" 13 65.2823
"10744" 14 68.2105
"10745" 15 68.1745
"10746" 16 71.1599
"10747" 17 74.2673
"10748" 18 77.0828
"10749" 19 79.1255
"10750" 20 82.2153
"10751" 21 84.1227
"10752" 22 87.2529
"10753" 23 91.157
"10754" 24 94.1531
"10755" 25 97.1997
"10756" 0 47.0394
"10757" 1 48.2033
"10758" 2 51.1028
"10759" 3 52.1082
"10760" 4 53.2523
"10761" 5 58.1611
"10762" 6 59.1229
"10763" 7 59.0712
"10764" 8 62.1137
"10765" 9 65.121
"10766" 10 67.1609
"10767" 11 69.1248
"10768" 12 73.1603
"10769" 13 76.2066
"10770" 14 78.2479
"10771" 15 82.2845
"10772" 16 86.2231
"10773" 17 86.2231
"10774" 18 92.3381
"10775" 0 49.1331
"10776" 1 49.0894
"10777" 2 51.2166
"10778" 3 52.1236
"10779" 4 55.1855
"10780" 5 57.1697
"10781" 6 59.1174
"10782" 7 61.0848
"10783" 8 65.1291
"10784" 9 66.201
"10785" 10 68.1019
"10786" 11 73.2284
"10787" 12 75.1254
"10788" 13 77.2024
"10789" 0 41.0249
"10790" 1 43.0101
"10791" 2 43.0536
"10792" 3 45.0834
"10793" 4 47.1144
"10794" 5 47.0824
"10795" 6 48.0675
"10796" 7 50.1052
"10797" 8 51.0923
"10798" 9 52.0546
"10799" 10 55.081
"10800" 11 57.0696
"10801" 12 59.0538
"10802" 13 59.0299
"10803" 14 62.028
"10804" 15 65.044
"10805" 16 65.044
"10806" 17 68.0363
"10807" 18 70.0865
"10808" 19 75.1328
"10809" 20 77.1402
"10810" 0 41.1264
"10811" 1 42.0835
"10812" 2 43.1294
"10813" 3 43.1294
"10814" 4 45.162
"10815" 5 46.1736
"10816" 6 50.2815
"10817" 7 51.2148
"10818" 8 50.2262
"10819" 9 50.2262
"10820" 10 53.1361
"10821" 11 55.2666
"10822" 12 57.1316
"10823" 13 59.2364
"10824" 14 59.1744
"10825" 15 60.1999
"10826" 16 62.1771
"10827" 17 65.168
"10828" 18 66.2365
"10829" 19 67.2151
"10830" 20 69.1848
"10831" 21 73.2199
"10832" 22 75.2334
"10833" 23 77.1621
"10834" 0 41.0314
"10835" 1 42.0279
"10836" 2 43.1629
"10837" 3 44.1145
"10838" 4 45.2239
"10839" 5 46.1398
"10840" 6 46.1398
"10841" 7 48.1211
"10842" 8 48.0952
"10843" 9 49.199
"10844" 10 52.1165
"10845" 11 54.1684
"10846" 12 55.0994
"10847" 13 56.1018
"10848" 14 57.1062
"10849" 15 59.0708
"10850" 16 61.1154
"10851" 17 63.1168
"10852" 18 64.2016
"10853" 19 67.1566
"10854" 20 69.2039
"10855" 21 69.0736
"10856" 22 71.359
"10857" 23 74.1375
"10858" 24 77.2792
"10859" 25 80.2517
"10860" 26 83.296
"10861" 27 87.3289
"10862" 28 89.3328
"10863" 0 46.2043
"10864" 1 46.0379
"10865" 2 48.03
"10866" 3 49.0651
"10867" 4 51.042
"10868" 5 52.072
"10869" 6 54.0705
"10870" 7 55.0277
"10871" 8 56.0529
"10872" 9 59.0699
"10873" 10 59.0699
"10874" 11 64.0246
"10875" 12 66.0552
"10876" 13 66.016
"10877" 14 71.0451
"10878" 0 49.0374
"10879" 1 51.0664
"10880" 2 52.0789
"10881" 3 53.1811
"10882" 4 54.1595
"10883" 5 56.2359
"10884" 6 58.1699
"10885" 7 60.1215
"10886" 8 61.1352
"10887" 9 64.2115
"10888" 10 65.1587
"10889" 11 67.1585
"10890" 12 67.1628
"10891" 13 71.1966
"10892" 14 72.2451
"10893" 15 75.1585
"10894" 16 78.2082
"10895" 17 79.2228
"10896" 18 83.1569
"10897" 19 86.124
"10898" 20 87.184
"10899" 21 90.2475
"10900" 22 93.1099
"10901" 23 95.1692
"10902" 24 100.079
"10903" 25 102.162
"10904" 26 107.272
"10905" 0 57.1782
"10906" 1 58.1621
"10907" 2 59.1717
"10908" 3 60.3032
"10909" 4 63.214
"10910" 5 65.1656
"10911" 6 66.1305
"10912" 7 69.2652
"10913" 8 71.2087
"10914" 9 71.2864
"10915" 10 74.1997
"10916" 11 76.2272
"10917" 12 79.1784
"10918" 13 82.2334
"10919" 14 82.2576
"10920" 15 87.2072
"10921" 16 88.2471
"10922" 17 91.3312
"10923" 18 95.5175
"10924" 19 97.3468
"10925" 20 101.298
"10926" 21 103.39
"10927" 0 54.1766
"10928" 1 55.0706
"10929" 2 57.0468
"10930" 3 59.0491
"10931" 4 60.0612
"10932" 5 59.1019
"10933" 6 61.1016
"10934" 7 64.0797
"10935" 8 65.1417
"10936" 9 67.1421
"10937" 10 69.1774
"10938" 11 71.1819
"10939" 12 72.1211
"10940" 13 74.2686
"10941" 14 76.4059
"10942" 15 78.3516
"10943" 16 82.3324
"10944" 17 84.3689
"10945" 18 86.3668
"10946" 19 89.4384
"10947" 20 93.1375
"10948" 0 51.0461
"10949" 1 52.1434
"10950" 2 51.3562
"10951" 3 53.31
"10952" 4 56.3534
"10953" 5 56.1516
"10954" 6 58.2625
"10955" 7 61.1987
"10956" 8 63.128
"10957" 9 63.1867
"10958" 10 67.1923
"10959" 11 69.1449
"10960" 12 71.2915
"10961" 13 72.1918
"10962" 14 73.1684
"10963" 15 78.1156
"10964" 16 79.1904
"10965" 17 82.3012
"10966" 18 85.1521
"10967" 0 44.0453
"10968" 1 46.0338
"10969" 2 49.0224
"10970" 3 50.1149
"10971" 4 51.2053
"10972" 5 52.1469
"10973" 6 53.2676
"10974" 7 54.1287
"10975" 8 56.1574
"10976" 9 58.1877
"10977" 10 57.2427
"10978" 11 61.1763
"10979" 12 62.0986
"10980" 13 62.1263
"10981" 14 65.2456
"10982" 15 67.2036
"10983" 16 69.1497
"10984" 17 71.1799
"10985" 18 74.1317
"10986" 19 76.1951
"10987" 20 78.1274
"10988" 21 82.1854
"10989" 22 85.1912
"10990" 0 45.0309
"10991" 1 46.1458
"10992" 2 48.2689
"10993" 3 50.2895
"10994" 4 52.1819
"10995" 5 52.1284
"10996" 6 54.203
"10997" 7 57.1726
"10998" 8 59.1686
"10999" 9 60.2059
"11000" 10 63.2266
"11001" 11 64.2657
"11002" 12 66.2428
"11003" 13 69.096
"11004" 14 71.1785
"11005" 15 72.2243
"11006" 16 76.2382
"11007" 17 77.165
"11008" 18 80.2543
"11009" 19 84.3767
"11010" 20 87.2516
"11011" 21 88.2135
"11012" 22 94.2523
"11013" 0 49.0271
"11014" 1 51.0917
"11015" 2 50.0211
"11016" 3 52.059
"11017" 4 55.0128
"11018" 5 56.1249
"11019" 6 59.0163
"11020" 7 60.0606
"11021" 8 62.0937
"11022" 9 64.115
"11023" 10 66.0573
"11024" 11 69.1201
"11025" 12 71.1562
"11026" 13 73.072
"11027" 14 75.1478
"11028" 15 78.2611
"11029" 16 81.242
"11030" 17 83.2458
"11031" 18 87.3042
"11032" 19 88.1765
"11033" 20 92.3424
"11034" 0 51.152
"11035" 1 53.1542
"11036" 2 55.1333
"11037" 3 55.0238
"11038" 4 57.1794
"11039" 5 60.3047
"11040" 6 61.1382
"11041" 7 62.1415
"11042" 8 64.2325
"11043" 9 67.1114
"11044" 10 68.1124
"11045" 11 69.2218
"11046" 12 73.2004
"11047" 13 74.2134
"11048" 14 78.2244
"11049" 15 80.2176
"11050" 16 83.1621
"11051" 17 86.3436
"11052" 18 90.3053
"11053" 0 47.0238
"11054" 1 49.2022
"11055" 2 50.1036
"11056" 3 51.0899
"11057" 4 53.1161
"11058" 5 53.0756
"11059" 6 54.1234
"11060" 7 58.1303
"11061" 8 59.0687
"11062" 9 60.1123
"11063" 10 62.1174
"11064" 11 63.1195
"11065" 12 64.2117
"11066" 13 67.2064
"11067" 14 70.213
"11068" 15 73.3748
"11069" 16 76.1424
"11070" 17 78.0844
"11071" 18 78.2047
"11072" 19 84.2436
"11073" 20 85.2648
"11074" 21 86.3153
"11075" 0 48.0559
"11076" 1 49.1702
"11077" 2 51.1577
"11078" 3 52.2152
"11079" 4 52.1749
"11080" 5 54.3013
"11081" 6 55.3123
"11082" 7 57.2352
"11083" 8 59.1339
"11084" 9 59.1107
"11085" 10 62.1987
"11086" 11 64.1961
"11087" 12 66.194
"11088" 13 68.1853
"11089" 14 68.1853
"11090" 15 73.3226
"11091" 16 79.1301
"11092" 17 81.1187
"11093" 0 42.0929
"11094" 1 42.0218
"11095" 2 44.3194
"11096" 3 46.1357
"11097" 4 46.1808
"11098" 5 47.1223
"11099" 6 48.2072
"11100" 7 48.2319
"11101" 8 53.1209
"11102" 9 54.1613
"11103" 10 54.1052
"11104" 11 55.1235
"11105" 12 57.1138
"11106" 13 58.145
"11107" 14 61.1188
"11108" 15 62.0565
"11109" 16 61.1241
"11110" 17 65.162
"11111" 18 67.1353
"11112" 19 68.1351
"11113" 20 68.1084
"11114" 21 72.0701
"11115" 22 75.3437
"11116" 23 77.2332
"11117" 24 81.2417
"11118" 25 83.1931
"11119" 26 86.1838
"11120" 27 91.1561
"11121" 0 49.0423
"11122" 1 51.0601
"11123" 2 50.0517
"11124" 3 51.1244
"11125" 4 52.1684
"11126" 5 54.1309
"11127" 6 56.1275
"11128" 7 57.174
"11129" 8 57.1185
"11130" 9 60.122
"11131" 10 63.2084
"11132" 11 66.1622
"11133" 12 67.1895
"11134" 13 68.1058
"11135" 14 70.2064
"11136" 15 73.2409
"11137" 16 75.1151
"11138" 17 77.162
"11139" 18 79.113
"11140" 19 82.1444
"11141" 20 85.1816
"11142" 21 87.1152
"11143" 22 90.1902
"11144" 23 91.0887
"11145" 24 95.2041
"11146" 25 97.2668
"11147" 26 101.275
"11148" 27 104.225
"11149" 28 107.262
"11150" 29 110.165
"11151" 30 114.431
"11152" 31 117.247
"11153" 32 120.094
"11154" 33 125.162
"11155" 34 128.103
"11156" 0 63.141
"11157" 1 67.0909
"11158" 2 68.0975
"11159" 3 70.2024
"11160" 4 73.1041
"11161" 5 76.1097
"11162" 6 78.114
"11163" 7 82.2146
"11164" 8 85.1343
"11165" 9 88.334
"11166" 10 89.2892
"11167" 11 94.183
"11168" 12 97.0951
"11169" 13 99.0664
"11170" 14 104.098
"11171" 15 105.087
"11172" 16 110.208
"11173" 0 55.0838
"11174" 1 59.1474
"11175" 2 61.0728
"11176" 3 63.1342
"11177" 4 64.084
"11178" 5 67.1007
"11179" 6 69.1377
"11180" 7 69.1718
"11181" 8 72.1402
"11182" 9 75.1184
"11183" 10 78.175
"11184" 11 79.1213
"11185" 12 83.1177
"11186" 13 83.1505
"11187" 14 86.1348
"11188" 15 90.3212
"11189" 16 94.1516
"11190" 17 97.0671
"11191" 18 100.137
"11192" 19 103.126
"11193" 20 106.182
"11194" 21 110.247
"11195" 22 115.317
"11196" 0 62.1999
"11197" 1 65.1677
"11198" 2 66.0286
"11199" 3 68.0743
"11200" 4 72.129
"11201" 5 75.0773
"11202" 6 78.098
"11203" 7 80.088
"11204" 8 82.2238
"11205" 9 83.3522
"11206" 10 87.1698
"11207" 11 89.1944
"11208" 12 92.2051
"11209" 13 94.4368
"11210" 14 98.1708
"11211" 15 100.239
"11212" 16 102.241
"11213" 17 105.313
"11214" 18 108.181
"11215" 19 113.227
"11216" 20 115.159
"11217" 21 121.186
"11218" 0 67.0902
"11219" 1 71.1052
"11220" 2 72.1886
"11221" 3 74.0941
"11222" 4 78.1977
"11223" 5 81.1744
"11224" 6 84.1173
"11225" 7 84.2019
"11226" 8 89.2613
"11227" 9 92.2174
"11228" 10 95.1691
"11229" 11 99.2354
"11230" 12 102.205
"11231" 13 107.167
"11232" 14 109.304
"11233" 0 58.0584
"11234" 1 61.079
"11235" 2 63.117
"11236" 3 63.0548
"11237" 4 67.2026
"11238" 5 68.1306
"11239" 6 70.1945
"11240" 7 73.1704
"11241" 8 74.1726
"11242" 9 77.2336
"11243" 10 80.2062
"11244" 11 82.1772
"11245" 12 86.2567
"11246" 13 89.1906
"11247" 14 92.3332
"11248" 15 95.254
"11249" 16 98.3901
"11250" 17 101.339
"11251" 0 53.2498
"11252" 1 55.2503
"11253" 2 57.2306
"11254" 3 59.2492
"11255" 4 60.219
"11256" 5 63.125
"11257" 6 65.0828
"11258" 7 66.1689
"11259" 8 67.1481
"11260" 9 69.1862
"11261" 10 72.2011
"11262" 11 74.1919
"11263" 12 78.2188
"11264" 13 81.3406
"11265" 14 83.215
"11266" 15 86.1644
"11267" 16 87.2464
"11268" 17 92.1585
"11269" 18 95.3018
"11270" 0 51.1314
"11271" 1 51.197
"11272" 2 53.1931
"11273" 3 56.123
"11274" 4 57.0965
"11275" 5 59.0676
"11276" 6 60.0577
"11277" 7 62.1019
"11278" 8 63.2176
"11279" 9 64.1418
"11280" 10 66.24
"11281" 11 70.0839
"11282" 12 71.2511
"11283" 13 74.4182
"11284" 14 75.401
"11285" 15 79.516
"11286" 16 82.426
"11287" 17 87.4385
"11288" 18 88.4986
"11289" 19 90.243
