"c.0L..1L..2L..3L..4L..5L..6L..7L..8L..9L..10L..11L..12L..13L.." "c.51.0456..52.0305..54.075..56.0468..58.1134..57.0829..61.0952.."
"1238" 4 41.068
"1239" 5 43.0426
"1240" 6 42.1072
"1241" 7 44.0499
"1242" 8 46.0761
"1243" 9 48.0298
"1244" 10 47.04
"1245" 11 50.0436
"1246" 12 51.0449
"1247" 13 52.0963
"1248" 14 54.0776
"1249" 15 56.1074
"1250" 16 57.0521
"1251" 17 60.1288
"1252" 18 62.1669
"1253" 19 64.122
"1254" 20 65.0596
"1255" 21 69.0512
"1256" 22 72.0493
"1257" 23 75.0934
"1258" 24 75.0934
"1259" 25 81.0644
"1260" 0 41.0335
"1261" 1 44.0222
"1262" 2 43.0137
"1263" 3 43.0137
"1264" 4 47.0308
"1265" 5 50.0259
"1266" 6 51.0373
"1267" 7 53.1291
"1268" 8 54.0852
"1269" 9 56.1115
"1270" 10 58.0192
"1271" 11 59.0516
"1272" 12 61.0926
"1273" 13 62.0303
"1274" 14 64.033
"1275" 15 67.1218
"1276" 16 67.0996
"1277" 17 72.0749
"1278" 18 73.1052
"1279" 19 78.0438
"1280" 20 80.0901
"1281" 21 83.1218
"1282" 0 46.093
"1283" 1 46.0785
"1284" 2 50.0267
"1285" 3 50.1152
"1286" 4 51.0488
"1287" 5 54.1251
"1288" 6 54.0664
"1289" 7 56.059
"1290" 8 56.0628
"1291" 9 59.0667
"1292" 10 61.071
"1293" 11 62.0808
"1294" 12 64.0796
"1295" 13 66.0308
"1296" 14 67.0487
"1297" 15 72.1099
"1298" 16 76.0264
"1299" 17 80.1796
"1300" 18 82.1198
"1301" 19 83.0521
"1302" 20 87.1236
"1303" 21 93.1056
"1304" 22 95.1432
"1305" 23 99.0912
"1306" 24 101.097
"1307" 0 57.0952
"1308" 1 57.0461
"1309" 2 60.1737
"1310" 3 62.0773
"1311" 4 64.0398
"1312" 5 66.0365
"1313" 6 67.0441
"1314" 7 71.0438
"1315" 8 75.0601
"1316" 9 76.045
"1317" 10 79.1088
"1318" 11 84.0759
"1319" 12 86.0835
"1320" 13 89.0517
"1321" 0 46.0521
"1322" 1 47.0208
"1323" 2 45.0256
"1324" 3 50.0068
"1325" 4 50.0597
"1326" 5 51.083
"1327" 6 51.083
"1328" 7 56.0388
"1329" 8 57.0548
"1330" 9 59.0508
"1331" 10 60.116
"1332" 11 61.0759
"1333" 12 62.0711
"1334" 13 63.0272
"1335" 14 69.0806
"1336" 15 69.0903
"1337" 16 72.0821
"1338" 17 76.0246
"1339" 18 75.0819
"1340" 19 80.0224
"1341" 20 83.0358
"1342" 21 87.0744
"1343" 0 42.1008
"1344" 1 44.0308
"1345" 2 45.0646
"1346" 3 47.0259
"1347" 4 48.0814
"1348" 5 51.099
"1349" 6 52.0503
"1350" 7 53.0532
"1351" 8 57.0452
"1352" 9 58.0643
"1353" 10 60.1095
"1354" 11 64.046
"1355" 12 66.0483
"1356" 13 67.0772
"1357" 14 69.081
"1358" 15 74.0339
"1359" 16 76.0394
"1360" 17 77.0814
"1361" 18 82.1467
"1362" 0 41.0162
"1363" 1 43.0412
"1364" 2 45.0669
"1365" 3 47.0447
"1366" 4 47.0422
"1367" 5 48.0151
"1368" 6 49.0565
"1369" 7 52.048
"1370" 8 52.1235
"1371" 9 55.0586
"1372" 10 57.0628
"1373" 11 58.1008
"1374" 12 60.1502
"1375" 13 61.0266
"1376" 14 64.1022
"1377" 15 66.0404
"1378" 16 68.0934
"1379" 17 70.0432
"1380" 18 71.0313
"1381" 19 74.0668
"1382" 20 77.0415
"1383" 21 79.0601
"1384" 22 80.0647
"1385" 23 85.0441
"1386" 24 86.0302
"1387" 25 89.0305
"1388" 26 90.1111
"1389" 27 94.1085
"1390" 0 50.0435
"1391" 1 52.0799
"1392" 2 53.0476
"1393" 3 55.0888
"1394" 4 55.0286
"1395" 5 59.0493
"1396" 6 61.0355
"1397" 7 63.0544
"1398" 8 66.05
"1399" 9 67.0578
"1400" 10 69.07
"1401" 11 72.0404
"1402" 12 74.0752
"1403" 13 78.0474
"1404" 14 80.0341
"1405" 15 81.1133
"1406" 16 84.1116
"1407" 17 87.0452
"1408" 18 92.0342
"1409" 19 96.0889
"1410" 20 98.0686
"1411" 0 51.117
"1412" 1 52.0558
"1413" 2 54.0397
"1414" 3 56.0537
"1415" 4 58.0501
"1416" 5 60.0637
"1417" 6 61.1444
"1418" 7 64.1062
"1419" 8 66.1082
"1420" 9 67.0191
"1421" 10 71.0456
"1422" 11 75.0704
"1423" 12 76.0518
"1424" 0 39.0247
"1425" 1 39.0542
"1426" 2 43.0185
"1427" 3 43.0366
"1428" 4 45.0592
"1429" 5 46.0864
"1430" 6 47.0522
"1431" 7 50.0811
"1432" 8 52.075
"1433" 9 54.0471
"1434" 10 56.062
"1435" 11 57.0513
"1436" 12 59.1592
"1437" 13 61.0731
"1438" 14 60.0448
"1439" 15 64.0479
"1440" 16 67.0309
"1441" 17 68.0723
"1442" 18 73.0648
"1443" 19 77.0641
"1444" 20 79.1187
"1445" 21 81.0787
"1446" 22 84.0988
"1447" 23 88.0789
"1448" 24 92.0774
"1449" 0 47.057
"1450" 1 48.111
"1451" 2 47.1088
"1452" 3 51.1316
"1453" 4 52.1456
"1454" 5 53.1212
"1455" 6 56.0631
"1456" 7 57.0896
"1457" 8 59.0896
"1458" 9 61.1451
"1459" 10 61.1458
"1460" 11 63.1198
"1461" 12 68.0875
"1462" 13 70.1198
"1463" 14 73.0874
"1464" 15 77.057
"1465" 16 79.0955
"1466" 17 83.0851
"1467" 18 84.1223
"1468" 0 44.0924
"1469" 1 47.0782
"1470" 2 50.0943
"1471" 3 51.0969
"1472" 4 52.0662
"1473" 5 53.1484
"1474" 6 56.1672
"1475" 7 58.1412
"1476" 8 58.1412
"1477" 9 60.0868
"1478" 10 62.0614
"1479" 11 63.1139
"1480" 12 66.0287
"1481" 13 68.0633
"1482" 14 68.0633
"1483" 15 72.0792
"1484" 16 77.0676
"1485" 17 78.1095
"1486" 18 82.1137
"1487" 19 85.0792
"1488" 0 46.0522
"1489" 1 49.0156
"1490" 2 49.0812
"1491" 3 50.0174
"1492" 4 54.0899
"1493" 5 54.0863
"1494" 6 56.125
"1495" 7 56.0595
"1496" 8 59.1191
"1497" 9 60.0951
"1498" 10 64.0401
"1499" 11 65.068
"1500" 12 67.1067
"1501" 13 70.1096
"1502" 14 72.1196
"1503" 15 76.0339
"1504" 16 76.0769
"1505" 17 81.0986
"1506" 18 82.06
"1507" 0 42.0178
"1508" 1 44.0313
"1509" 2 44.0159
"1510" 3 47.032
"1511" 4 49.0365
"1512" 5 50.0937
"1513" 6 50.0705
"1514" 7 51.0564
"1515" 8 52.0643
"1516" 9 55.0426
"1517" 10 55.0829
"1518" 11 57.0252
"1519" 12 59.0565
"1520" 13 61.031
"1521" 14 64.0529
"1522" 15 66.0461
"1523" 16 66.0418
"1524" 17 70.0471
"1525" 18 72.073
"1526" 19 73.0876
"1527" 20 76.0965
"1528" 21 79.069
"1529" 22 80.0571
"1530" 0 42.0332
"1531" 1 42.0226
"1532" 2 43.0199
"1533" 3 45.0157
"1534" 4 46.0624
"1535" 5 47.0262
"1536" 6 50.0298
"1537" 7 50.0577
"1538" 8 51.0384
"1539" 9 54.0799
"1540" 10 55.0295
"1541" 11 58.0227
"1542" 12 60.0621
"1543" 13 61.0216
"1544" 14 63.0641
"1545" 15 65.0357
"1546" 16 69.1247
"1547" 17 72.1014
"1548" 0 37.0066
"1549" 1 40.0401
"1550" 2 42.0311
"1551" 3 43.0519
"1552" 4 44.0607
"1553" 5 45.0712
"1554" 6 46.0315
"1555" 7 49.0515
"1556" 8 50.026
"1557" 9 51.038
"1558" 10 54.0898
"1559" 11 55.1221
"1560" 12 56.0346
"1561" 13 58.0387
"1562" 14 60.0692
"1563" 15 61.0515
"1564" 16 62.0771
"1565" 17 66.0696
"1566" 18 67.1021
"1567" 19 70.0528
"1568" 20 73.036
"1569" 21 76.0627
"1570" 22 78.0858
"1571" 23 80.0443
"1572" 0 44.0376
"1573" 1 45.0459
"1574" 2 48.0357
"1575" 3 50.0213
"1576" 0 50.0999
"1577" 1 52.0863
"1578" 2 53.0473
"1579" 3 55.0747
"1580" 4 56.0595
"1581" 5 59.0632
"1582" 6 60.0377
"1583" 7 62.0607
"1584" 8 66.1327
"1585" 9 68.0578
"1586" 10 70.1537
"1587" 11 73.1144
"1588" 12 73.1094
"1589" 13 76.1032
"1590" 14 80.1072
"1591" 15 83.0844
"1592" 16 87.1225
"1593" 17 90.1172
"1594" 0 47.0799
"1595" 1 48.0483
"1596" 2 50.068
"1597" 3 51.0772
"1598" 4 53.0587
"1599" 5 53.0815
"1600" 6 55.0937
"1601" 7 57.0637
"1602" 8 60.0655
"1603" 9 62.0418
"1604" 10 63.0998
"1605" 11 65.0758
"1606" 12 68.11
"1607" 13 72.0973
"1608" 14 74.108
"1609" 15 77.1365
"1610" 16 79.1771
"1611" 17 82.2388
"1612" 0 45.0269
"1613" 1 45.0608
"1614" 2 46.0572
"1615" 3 48.0868
"1616" 4 50.0462
"1617" 5 50.192
"1618" 6 51.0367
"1619" 7 53.0359
"1620" 8 55.1208
"1621" 9 57.1475
"1622" 10 58.0492
"1623" 11 61.0603
"1624" 12 62.0847
"1625" 13 63.1277
"1626" 14 65.0236
"1627" 15 68.0591
"1628" 16 70.0334
"1629" 17 71.0735
"1630" 18 75.0791
"1631" 19 78.1023
"1632" 0 40.063
"1633" 1 43.0105
"1634" 2 44.0284
"1635" 3 45.0232
"1636" 4 47.0696
"1637" 5 49.0482
"1638" 6 50.1237
"1639" 7 51.0201
"1640" 8 53.0274
"1641" 9 55.0672
"1642" 10 55.0226
"1643" 11 57.0146
"1644" 12 59.0718
"1645" 13 61.0545
"1646" 14 62.1162
"1647" 15 64.0579
"1648" 16 66.0553
"1649" 17 68.0731
"1650" 18 72.0829
"1651" 19 74.0469
"1652" 20 77.0593
"1653" 21 78.061
"1654" 22 82.2058
"1655" 23 86.0556
"1656" 0 44.0697
"1657" 1 45.0504
"1658" 2 47.0821
"1659" 3 48.0563
"1660" 4 50.0757
"1661" 5 51.0503
"1662" 6 52.1794
"1663" 7 54.1214
"1664" 8 54.1093
"1665" 9 58.1785
"1666" 10 59.1163
"1667" 11 63.1336
"1668" 12 64.0518
"1669" 13 65.0918
"1670" 14 70.1528
"1671" 15 71.0899
"1672" 16 73.2134
"1673" 17 76.1769
"1674" 18 79.1778
"1675" 19 80.2312
"1676" 20 85.2764
"1677" 21 86.1603
"1678" 0 46.0263
"1679" 1 47.0189
"1680" 2 50.0259
"1681" 3 48.1167
"1682" 4 50.0383
"1683" 5 53.0298
"1684" 6 53.0327
"1685" 7 55.014
"1686" 8 58.0674
"1687" 9 59.0601
"1688" 10 61.1186
"1689" 11 63.0537
"1690" 12 65.0579
"1691" 13 66.0448
"1692" 14 69.0958
"1693" 15 71.0903
"1694" 16 73.1003
"1695" 17 76.1099
"1696" 18 78.0659
"1697" 19 82.0781
"1698" 20 85.0518
"1699" 21 87.0433
"1700" 22 91.0863
"1701" 0 47.0908
"1702" 1 47.0333
"1703" 2 49.083
"1704" 3 50.0531
"1705" 4 52.0321
"1706" 5 52.0913
"1707" 6 55.0395
"1708" 7 57.0538
"1709" 8 58.0807
"1710" 9 60.197
"1711" 10 60.0969
"1712" 11 61.1509
"1713" 12 63.1099
"1714" 13 66.0383
"1715" 14 69.1237
"1716" 15 71.124
"1717" 16 72.1647
"1718" 17 74.1184
"1719" 18 74.206
"1720" 19 79.1382
"1721" 20 81.117
"1722" 21 83.17
"1723" 22 87.1557
"1724" 23 90.1276
"1725" 24 93.186
"1726" 25 97.1938
"1727" 0 46.0282
"1728" 1 48.1569
"1729" 2 49.0402
"1730" 3 50.0898
"1731" 4 51.155
"1732" 5 51.079
"1733" 6 53.0772
"1734" 7 55.1362
"1735" 8 57.1362
"1736" 9 59.0607
"1737" 10 62.0907
"1738" 11 63.1356
"1739" 12 64.1208
"1740" 13 67.0777
"1741" 14 70.0533
"1742" 15 73.0645
"1743" 16 75.1717
"1744" 17 78.2546
"1745" 18 79.0961
"1746" 0 41.0568
"1747" 1 41.1247
"1748" 2 42.1248
"1749" 3 45.2008
"1750" 4 45.1854
"1751" 5 46.2131
"1752" 6 48.3377
"1753" 7 49.1898
"1754" 8 51.0571
"1755" 9 53.1075
"1756" 10 54.1444
"1757" 11 56.2286
"1758" 12 58.1733
"1759" 13 61.1785
"1760" 14 63.0955
"1761" 15 64.1499
"1762" 16 67.199
"1763" 17 70.1627
"1764" 18 72.2155
"1765" 19 75.1337
"1766" 20 78.307
"1767" 0 40.1141
"1768" 1 42.0683
"1769" 2 43.0908
"1770" 3 46.0408
"1771" 4 45.0312
"1772" 5 48.0322
"1773" 6 49.0453
"1774" 7 51.0513
"1775" 8 53.0452
"1776" 9 53.0586
"1777" 10 56.1089
"1778" 11 57.0777
"1779" 12 59.0693
"1780" 13 61.1478
"1781" 14 65.1202
"1782" 15 67.1233
"1783" 16 70.1307
"1784" 17 71.0498
"1785" 18 74.0959
"1786" 19 77.2521
"1787" 0 39.0525
"1788" 1 40.0239
"1789" 2 41.0365
"1790" 3 42.0885
"1791" 4 45.0297
"1792" 5 44.0693
"1793" 6 48.1169
"1794" 7 48.015
"1795" 8 49.0191
"1796" 9 49.0499
"1797" 10 52.0104
"1798" 11 53.0693
"1799" 12 55.0099
"1800" 13 55.032
"1801" 14 58.0938
"1802" 15 59.0401
"1803" 16 61.0868
"1804" 17 64.0582
"1805" 18 65.1116
"1806" 19 66.1141
"1807" 20 68.1458
"1808" 21 70.0409
"1809" 22 73.0606
"1810" 23 76.0827
"1811" 24 78.1105
"1812" 25 81.0598
"1813" 0 43.1077
"1814" 1 44.1101
"1815" 2 45.0787
"1816" 3 47.0693
"1817" 4 46.127
"1818" 5 49.0895
"1819" 6 51.1526
"1820" 7 51.0288
"1821" 8 54.1255
"1822" 9 55.0515
"1823" 10 58.071
"1824" 11 58.0529
"1825" 12 60.0502
"1826" 13 60.0123
"1827" 14 63.118
"1828" 15 65.0268
"1829" 16 66.0708
"1830" 17 68.0654
"1831" 18 69.0612
"1832" 19 72.0916
"1833" 20 74.07
"1834" 21 77.1183
"1835" 22 80.1411
"1836" 23 81.1203
"1837" 24 82.2189
"1838" 25 87.1576
"1839" 26 90.2539
"1840" 27 93.1446
"1841" 28 96.2261
"1842" 29 100.13
"1843" 30 102.214
"1844" 0 57.1722
"1845" 1 58.0799
"1846" 2 60.0705
"1847" 3 60.0988
"1848" 4 62.0561
"1849" 5 66.1006
"1850" 6 68.0577
"1851" 7 69.0742
"1852" 8 70.1045
"1853" 9 74.0711
"1854" 10 75.1034
"1855" 11 79.2615
"1856" 12 80.2911
"1857" 13 83.2295
"1858" 14 87.2729
"1859" 15 91.3162
"1860" 16 94.2222
"1861" 17 97.2291
"1862" 0 51.1179
"1863" 1 52.1595
"1864" 2 53.1321
"1865" 3 53.1321
"1866" 4 57.1188
"1867" 5 57.1335
"1868" 6 62.088
"1869" 7 63.0631
"1870" 8 65.0335
"1871" 9 67.0564
"1872" 10 69.0504
"1873" 11 72.0962
"1874" 12 73.0936
"1875" 13 77.2112
"1876" 14 78.1195
"1877" 15 82.1291
"1878" 16 84.0353
"1879" 17 85.1422
"1880" 18 89.2007
"1881" 19 92.2112
"1882" 20 94.2601
"1883" 21 100.137
"1884" 0 56.0986
"1885" 1 57.067
"1886" 2 60.0392
"1887" 3 60.0664
"1888" 4 61.1037
"1889" 5 63.0659
"1890" 6 65.1082
"1891" 7 68.1508
"1892" 8 68.1348
"1893" 9 71.0807
"1894" 10 75.1619
"1895" 11 76.2389
"1896" 12 80.2249
"1897" 13 83.2377
"1898" 0 43.1188
"1899" 1 45.0522
"1900" 2 46.0423
"1901" 3 46.1072
"1902" 4 48.1188
"1903" 5 49.0613
"1904" 6 49.0493
"1905" 7 51.2116
"1906" 8 53.1169
"1907" 9 55.2461
"1908" 10 57.1094
"1909" 11 58.07
"1910" 12 60.1471
"1911" 13 61.0409
"1912" 14 65.2409
"1913" 15 67.1513
"1914" 16 69.0564
"1915" 17 70.1895
"1916" 18 73.153
"1917" 19 73.1568
"1918" 20 76.3536
"1919" 21 80.215
"1920" 22 83.0759
"1921" 23 86.0795
"1922" 24 87.2809
"1923" 25 90.115
"1924" 26 93.2499
"1925" 27 98.2001
"1926" 28 101.103
"1927" 29 104.248
"1928" 0 55.1122
"1929" 1 55.1183
"1930" 2 56.217
"1931" 3 59.1494
"1932" 4 62.1276
"1933" 5 62.1366
"1934" 6 64.1419
"1935" 7 66.222
"1936" 8 70.1894
"1937" 9 73.2049
"1938" 10 74.1018
"1939" 11 78.1805
"1940" 12 80.2056
"1941" 13 81.3679
"1942" 14 85.3212
"1943" 15 89.3551
"1944" 0 47.0778
"1945" 1 48.0454
"1946" 2 49.029
"1947" 3 51.0403
"1948" 4 51.0374
"1949" 5 54.0738
"1950" 6 55.0481
"1951" 7 57.05
"1952" 8 58.1004
"1953" 9 60.0989
"1954" 10 63.0382
"1955" 11 65.1337
"1956" 12 67.0908
"1957" 13 69.0919
"1958" 14 73.0741
"1959" 15 75.1123
"1960" 16 77.0634
"1961" 17 79.0868
"1962" 0 42.0356
"1963" 1 45.0883
"1964" 2 46.0274
"1965" 3 46.0444
"1966" 4 47.0476
"1967" 5 48.0586
"1968" 6 51.1091
"1969" 7 52.0419
"1970" 8 54.0859
"1971" 9 54.0648
"1972" 10 57.0674
"1973" 11 59.0927
"1974" 12 62.082
"1975" 13 62.0205
"1976" 14 63.0432
"1977" 15 65.0967
"1978" 16 66.1285
"1979" 17 70.0454
"1980" 18 73.0863
"1981" 19 74.2376
"1982" 20 77.1398
"1983" 21 78.1736
"1984" 22 80.1662
"1985" 23 86.1768
"1986" 0 46.1287
"1987" 1 46.1812
"1988" 2 47.3259
"1989" 3 50.0616
"1990" 4 52.0509
"1991" 5 54.0659
"1992" 6 55.0539
"1993" 7 56.1453
"1994" 8 57.0299
"1995" 9 59.1341
"1996" 10 61.3327
"1997" 11 62.1475
"1998" 12 64.1251
"1999" 13 65.196
"2000" 14 68.2268
"2001" 15 71.2175
"2002" 16 72.4848
"2003" 17 76.2225
"2004" 18 79.4894
"2005" 19 81.4902
"2006" 20 83.3699
"2007" 21 87.3535
"2008" 22 89.503
"2009" 23 93.5254
"2010" 24 95.5052
"2011" 25 100.23
"2012" 0 51.5614
"2013" 1 52.3856
"2014" 2 52.1827
"2015" 3 56.1064
"2016" 4 56.2033
"2017" 5 59.1409
"2018" 6 60.0918
"2019" 7 62.1773
"2020" 8 65.2406
"2021" 9 66.3696
"2022" 10 69.2486
"2023" 11 71.2191
"2024" 12 74.2933
"2025" 13 76.2527
"2026" 14 79.297
"2027" 15 82.1648
"2028" 16 82.2562
"2029" 17 86.4028
"2030" 18 89.1859
"2031" 19 89.1859
"2032" 20 95.2157
"2033" 21 98.1427
"2034" 22 99.1799
"2035" 23 105.133
"2036" 24 107.131
"2037" 0 59.2509
"2038" 1 62.079
"2039" 2 64.0439
"2040" 3 66.1874
"2041" 4 68.0824
"2042" 5 70.2368
"2043" 6 70.1456
"2044" 7 74.1545
"2045" 8 76.071
"2046" 9 78.1806
"2047" 10 80.0729
"2048" 11 82.0978
"2049" 12 85.2037
"2050" 13 89.2205
"2051" 14 90.1104
"2052" 15 93.4769
"2053" 16 96.2896
"2054" 17 99.347
"2055" 0 50.094
"2056" 1 53.1847
"2057" 2 53.0545
"2058" 3 55.0736
"2059" 4 56.0719
"2060" 5 59.2168
"2061" 6 61.0903
"2062" 7 63.102
"2063" 8 65.1112
"2064" 9 66.1997
"2065" 10 69.3124
"2066" 11 71.1801
"2067" 12 75.2082
"2068" 13 76.2731
"2069" 14 78.2424
"2070" 15 81.3735
"2071" 16 84.0967
"2072" 17 85.0642
"2073" 0 42.0437
"2074" 1 44.0633
"2075" 2 46.037
"2076" 3 46.0395
"2077" 4 48.0919
"2078" 5 50.0689
"2079" 6 51.0355
"2080" 7 53.111
"2081" 8 55.1584
"2082" 9 57.0461
"2083" 10 58.0755
"2084" 11 59.0618
"2085" 12 62.0354
"2086" 13 63.0953
"2087" 14 65.0808
"2088" 15 67.1942
"2089" 16 70.1071
"2090" 17 72.1754
"2091" 18 73.0936
"2092" 19 76.1697
"2093" 20 78.1606
"2094" 21 79.1928
"2095" 22 83.122
"2096" 23 87.1449
"2097" 0 45.0822
"2098" 1 48.1038
"2099" 2 48.0163
"2100" 3 51.1604
"2101" 4 52.1038
"2102" 5 53.0193
"2103" 6 54.0546
"2104" 7 56.0407
"2105" 8 61.1399
"2106" 9 62.0334
"2107" 10 62.1678
"2108" 11 66.062
"2109" 12 69.0748
"2110" 13 71.0575
"2111" 14 72.0838
"2112" 15 75.0881
"2113" 16 77.0676
"2114" 17 81.1552
"2115" 18 84.1531
"2116" 19 87.2201
"2117" 20 90.228
"2118" 21 92.3605
"2119" 0 48.0921
"2120" 1 48.0538
"2121" 2 51.0434
"2122" 3 52.0343
"2123" 4 55.0237
"2124" 5 55.0432
"2125" 6 56.0961
"2126" 7 60.1179
"2127" 8 63.2948
"2128" 9 65.2961
"2129" 10 66.2042
"2130" 11 69.2092
"2131" 12 70.3016
"2132" 13 74.2158
"2133" 14 75.1938
"2134" 15 77.2056
"2135" 16 81.2503
"2136" 17 85.1993
"2137" 18 87.3514
"2138" 0 46.1195
"2139" 1 46.1358
"2140" 2 49.0919
"2141" 3 51.1258
"2142" 4 52.1383
"2143" 5 52.148
"2144" 6 56.1289
"2145" 7 57.2247
"2146" 8 58.168
"2147" 9 61.1398
"2148" 10 64.2075
"2149" 11 65.1805
"2150" 12 68.1332
"2151" 13 68.1358
"2152" 14 72.2626
"2153" 15 74.1109
"2154" 16 77.1439
"2155" 17 81.0918
"2156" 18 83.2035
"2157" 19 85.1378
"2158" 20 89.1433
"2159" 21 93.1236
"2160" 22 94.3087
"2161" 23 100.328
"2162" 24 103.355
"2163" 0 56.0949
"2164" 1 58.1029
"2165" 2 59.0998
"2166" 3 62.2074
"2167" 4 62.1154
"2168" 5 66.1104
"2169" 6 68.1495
"2170" 7 70.1522
"2171" 8 73.1792
"2172" 9 75.1158
"2173" 10 78.1342
"2174" 11 80.2088
"2175" 12 84.0839
"2176" 13 86.1067
"2177" 0 44.0867
"2178" 1 47.0926
"2179" 2 47.0665
"2180" 3 49.1192
"2181" 4 50.0474
"2182" 5 52.129
"2183" 6 52.0923
"2184" 7 52.0923
"2185" 8 55.0625
"2186" 9 56.147
"2187" 10 58.1389
"2188" 11 60.0643
"2189" 12 61.0984
"2190" 13 64.0423
"2191" 14 66.0924
"2192" 15 67.1303
"2193" 16 70.1315
"2194" 17 72.0714
"2195" 18 74.123
"2196" 19 79.1652
"2197" 0 41.0249
"2198" 1 43.0665
"2199" 2 45.0817
"2200" 3 46.0362
"2201" 4 47.0135
"2202" 5 48.1197
"2203" 6 50.0571
"2204" 7 54.1497
"2205" 8 53.1282
"2206" 9 55.0588
"2207" 10 57.0472
"2208" 11 58.0767
"2209" 12 59.0497
"2210" 13 61.1189
"2211" 14 63.0822
"2212" 15 65.0908
"2213" 16 66.0502
"2214" 17 70.0347
"2215" 18 71.0947
"2216" 19 73.0984
"2217" 20 76.0853
"2218" 21 77.072
"2219" 22 80.1174
"2220" 0 38.0374
"2221" 1 40.0876
"2222" 2 40.1173
"2223" 3 42.1052
"2224" 4 42.0838
"2225" 5 44.2141
"2226" 6 44.1621
"2227" 7 47.0682
"2228" 8 48.0193
"2229" 9 48.0437
"2230" 10 51.0343
"2231" 11 50.1024
"2232" 12 51.0852
"2233" 13 54.0389
"2234" 14 55.1341
"2235" 15 58.0742
"2236" 16 58.0231
"2237" 17 60.0554
"2238" 18 62.0886
"2239" 19 64.1327
"2240" 20 65.0653
"2241" 21 69.0322
"2242" 22 71.1066
"2243" 23 71.0425
"2244" 24 75.0819
"2245" 25 78.0952
"2246" 26 81.1248
"2247" 27 84.114
"2248" 28 87.0527
"2249" 29 90.154
"2250" 0 47.0887
"2251" 1 47.061
"2252" 2 49.1575
"2253" 3 51.0827
"2254" 4 52.1046
"2255" 5 54.0364
"2256" 6 55.0275
"2257" 7 57.0364
"2258" 8 57.1038
"2259" 9 59.1037
"2260" 10 60.0623
"2261" 11 63.0477
"2262" 12 67.2111
"2263" 13 67.0943
"2264" 14 71.0765
"2265" 15 72.2166
"2266" 16 74.2001
"2267" 17 78.0716
"2268" 18 81.1082
"2269" 19 82.0663
"2270" 20 88.1184
"2271" 21 89.129
"2272" 22 92.1201
"2273" 23 95.0818
"2274" 24 99.1688
"2275" 25 102.16
"2276" 26 108.087
"2277" 0 56.047
"2278" 1 58.0698
"2279" 2 61.095
"2280" 3 63.0667
"2281" 4 64.0402
"2282" 5 66.0579
"2283" 6 69.1347
"2284" 7 73.1065
"2285" 8 75.1138
"2286" 9 78.1987
"2287" 10 81.3183
"2288" 11 85.1265
"2289" 12 86.215
"2290" 13 91.1494
"2291" 14 93.177
"2292" 15 97.165
"2293" 16 102.138
"2294" 0 52.0817
"2295" 1 53.099
"2296" 2 56.0783
"2297" 3 58.1127
"2298" 4 61.148
"2299" 5 63.1502
"2300" 6 64.1295
"2301" 7 68.2494
"2302" 8 71.2016
"2303" 9 72.1388
"2304" 10 76.1324
"2305" 11 77.2052
"2306" 12 79.0688
"2307" 13 84.1261
"2308" 14 86.0662
"2309" 15 90.1352
"2310" 0 44.0179
"2311" 1 45.0911
"2312" 2 48.1385
"2313" 3 48.1176
"2314" 4 51.0726
"2315" 5 51.0844
"2316" 6 52.0892
"2317" 7 56.0701
"2318" 8 58.0997
"2319" 9 58.0951
"2320" 10 61.0448
"2321" 11 63.0375
"2322" 12 64.1066
"2323" 13 66.1658
"2324" 14 68.1963
"2325" 15 70.17
"2326" 16 72.5332
"2327" 17 74.3344
"2328" 18 78.396
"2329" 19 79.2006
"2330" 20 83.3638
"2331" 21 85.4395
"2332" 22 86.4518
"2333" 23 90.487
"2334" 24 91.4984
"2335" 25 94.4915
"2336" 26 99.5676
"2337" 27 102.438
"2338" 0 54.3403
"2339" 1 56.0133
"2340" 2 58.1282
"2341" 3 59.1459
"2342" 4 62.2137
"2343" 5 64.213
"2344" 6 67.2543
"2345" 7 68.276
"2346" 8 71.2525
"2347" 9 73.4104
"2348" 10 75.383
"2349" 11 79.2674
"2350" 12 82.1871
"2351" 0 41.2578
"2352" 1 43.2195
"2353" 2 44.11
"2354" 3 46.0903
"2355" 4 46.0668
"2356" 5 48.1339
"2357" 6 51.0641
"2358" 7 52.1153
"2359" 8 54.1345
"2360" 9 55.0391
"2361" 10 57.1445
"2362" 11 59.1337
"2363" 12 61.1851
"2364" 13 62.1329
"2365" 14 65.182
"2366" 15 67.0883
"2367" 16 69.081
"2368" 17 70.1213
"2369" 18 73.1243
"2370" 19 76.1621
"2371" 20 76.2343
"2372" 21 80.1444
"2373" 22 83.3211
"2374" 0 42.139
"2375" 1 43.1737
"2376" 2 44.018
"2377" 3 46.1001
"2378" 4 47.0502
"2379" 5 48.106
"2380" 6 49.1603
"2381" 7 52.2025
"2382" 8 53.0972
"2383" 9 56.1193
"2384" 10 54.1413
"2385" 11 59.2171
"2386" 12 61.2397
"2387" 13 62.1036
"2388" 14 63.4312
"2389" 15 67.3068
"2390" 16 67.2524
"2391" 17 70.2482
"2392" 18 74.4553
"2393" 19 77.2605
"2394" 20 79.3878
"2395" 21 81.3055
"2396" 22 85.2689
"2397" 23 87.1343
"2398" 24 91.2509
"2399" 25 95.3277
"2400" 26 97.1679
"2401" 0 53.0317
"2402" 1 53.1424
"2403" 2 54.0319
"2404" 3 56.1926
"2405" 4 58.0564
"2406" 5 60.1973
"2407" 6 63.0535
